Rank,UCI ID,Name,Nationality,Team Code,Age,Points,
370,10008856383,KOISHI Yuma,JAPAN,VFN,21,5,
370,10009400900,VAN BREDA Rick,NETHERLANDS,PVC,24,5,
370,10009431010,NOVARDIANTO Jamalidin,INDONESIA,PCT,20,5,
387,10052018050,BOONRATANATHANAKORN Thurakit,THAILAND,,25,4,
388,10002647676,GOESINNEN Floris,NETHERLANDS,DPC,31,4,
388,10003225636,VANSPEYBROUCK Pieter,BELGIUM,TSV,27,4,
388,10003316572,AHMAD LUTFI Muhammad Fauzan,MALAYSIA,,28,4,
388,10004720446,ULLOA RODRIGUEZ Jeyson Camilo,COLOMBIA,STF,26,4,
388,10005480985,YOSHIDA Hayato,JAPAN,SMN,25,4,
388,10005658013,TEDESCHI Mirko,ITALY,NRI,25,4,
388,10005934360,TORRES BARCELO Albert,SPAIN,ECU,24,4,
388,10005965783,ROMERO CORREDOR Jeffry Johan,COLOMBIA,COL,25,4,
388,10006408145,MAT SENAN Mohammad Saufi,MALAYSIA,TSG,24,4,
388,10006670954,SCHWARZMANN Michael,GERMANY,TNE,23,4,
388,10006886778,RIUTORT MARTINEZ Juan Carlos,SPAIN,BUR,23,4,
388,10007124430,SHELDEN Taylor,UNITED STATES OF AMERICA,5HR,27,4,
388,10009341080,ERDENESUREN Munkhtulga,MONGOLIA,NTC,22,4,
401,10001299174,ROGINA Radoslav,CROATIA,ADR,35,3,
402,10003180974,GEORGIEV Georgi Petrov,BULGARIA,CWJ,29,3,
403,10002279985,BLAHO Martin,CZECH REPUBLIC,ADP,15,3,
404,10005512008,GUARDIOLA TORA Salvador,SPAIN,UKO,26,3,
405,10006995094,WU Lok Chun,HONG KONG, CHINA,HKS,21,3
406,10004593437,NATEGHI Mahdi,ISLAMIC REPUBLIC OF IRAN,PKY,27,3,
407,10009682907,WONG Wan Long,MACAO, CHINA,,43,3
408,10084649456,KIM Hyeonseok,KOREA,KSP,19,3,
409,10009686644,ALKASEM Yarob,SYRIAN ARAB REPUBLIC,,20,3,
410,10006297304,KELECHIAN Garo,LEBANON,,42,3,
411,10006400768,HIRATSUKA Yoshimitsu,JAPAN,AIS,26,3,
412,10010586825,SAVANUR Shreedhar,INDIA,,20,3,
413,10009415751,PANWAR Arvind,INDIA,,24,3,
414,10005323260,SHERIF Add Alla Mohamed Mohamed,EGYPT,TKT,27,3,
415,10008735842,BUTTO Federico,ITALY,BUR,28,3,
416,10005402577,KRIVTSOV Dmytro,UKRAINE,KLS,29,3,
417,10002208146,SCHUMACHER Stefan,GERMANY,CTO,33,3,
418,10007182327,WINTER Nicolas,SWITZERLAND,VBG,25,3,
419,10002732451,LÖFKVIST Thomas,SWEDEN,IAM,30,3,
420,10002659804,TONKS David John,HONG KONG, CHINA,,50,2
421,10008692800,RIVE Dmitriy,KAZAKHSTAN,AS2,19,2,
422,10009682705,TAM Chan Fai,MACAO, CHINA,,48,2
423,10009016738,NIKITIN Yegor,KAZAKHSTAN,,20,2,
424,10010608952,LEE Jaelim,KOREA,,19,2,
425,10009686442,ALHAM Nabel,SYRIAN ARAB REPUBLIC,,21,2,
426,10009726959,FARHAT Ahmad,LEBANON,,40,2,
427,10002215624,WIESIAK Mariusz,POLAND,,33,2,
427,10003162079,SCHWEIZER Michael,GERMANY,BCP,31,2,
427,10004572623,FORKE Sebastian,GERMANY,CTO,27,2,
427,10004595659,DEMPSTER Zakkari,AUSTRALIA,TNE,27,2,
427,10005390958,BISOLTI Alessandro,ITALY,VFN,29,2,
427,10005570208,WILCHES RODRIGUEZ Juan Pablo,COLOMBIA,TYD,32,2,
427,10005584150,GARCIA DE MATEOS RUBIO Vicente,SPAIN,LDD,26,2,
427,10005660336,PERON Andrea,ITALY,TNN,26,2,
427,10006024791,DONG Xiaoyong,PEOPLE'S REPUBLIC OF CHINA,TYD,26,2,
427,10006219401,MINGUEZ AYALA Miguel,SPAIN,EUK,26,2,
427,10007732601,YANG Wu Hsin,CHINESE TAIPEI,TGT,21,2,
427,10007758566,JOVEN Cris,PHILIPPINES,T7E,28,2,
427,10007803834,FEDOROV Ruslan,UZBEKISTAN,,21,2,
427,10007915281,MENGSTAB Meron Amanuel,ERITREA,BAI,24,2,
427,10007988942,LUKYANOV Dmitriy,KAZAKHSTAN,V4E,21,2,
427,10008016628,KWON Soonyeong,KOREA,KSP,21,2,
427,10008197187,TERASAKI Takero,JAPAN,BGT,23,2,
427,10008764336,GU Ying Chuan,PEOPLE'S REPUBLIC OF CHINA,MSS,20,2,
427,10008838300,BORDEOS Mark Julius,PHILIPPINES,T7E,19,2,
427,10008846481,FELIPE Marcelo,PHILIPPINES,T7E,24,2,
427,10009381092,KIM Dohyoung,KOREA,KSP,28,2,
427,10009715643,KUROEDA Saya,JAPAN,,19,2,
427,10052018656,NOHALES NIETO Edgar,SPAIN,T7E,28,2,
427,10052265095,SIRIRONNACHAI Sarawut,THAILAND,,22,2,
427,10061396839,GHALICHI Milad Seyed,ISLAMIC REPUBLIC OF IRAN,,28,2,
452,10007574872,HAYAKAWA Tomohiro,JAPAN,AIS,24,1,
452,10009678156,MACKEVICIUS Clinton,HONG KONG, CHINA,,36,1
454,10009007442,MEDVEDEV Sergey,UZBEKISTAN,,19,1,
455,10009682806,WONG Hoi Man,MACAO, CHINA,,33,1
456,10008147576,FEDOSSEYEV Artur,KAZAKHSTAN,AS2,20,1,
457,10009686543,NOESER Mohamad,SYRIAN ARAB REPUBLIC,,20,1,
